,leaf_ID,disease_binary
24416,1845,0
24417,1845,0
24418,1845,0
24419,1845,0
24420,1845,0
24421,1845,0
24422,1834,0
24423,1834,0
24424,1834,0
24425,1834,0
24426,1834,0
24427,1957,0
24428,1957,0
24429,1957,0
24430,1957,0
24431,1957,0
24432,1957,0
24433,5641,0
24434,5641,0
24435,5641,0
24436,5641,0
24437,5641,0
24438,5641,0
24439,811,0
24440,811,0
24441,811,0
24442,811,0
24443,811,0
24444,811,0
24445,2577,0
24446,2577,0
24447,2577,0
24448,2577,0
24449,2577,0
24450,2577,0
24451,5046,0
24452,5046,0
24453,5046,0
24454,5046,0
24455,5046,0
24456,4695,0
24457,4695,0
24458,4695,0
24459,4695,0
24460,4695,0
24461,4695,0
24462,4600,0
24463,4600,0
24464,4600,0
24465,4600,0
24466,4600,0
24467,4600,0
24468,2837,0
24469,2837,0
24470,2837,0
24471,2837,0
24472,2837,0
24473,2837,0
24474,4388,0
24475,4388,0
24476,4388,0
24477,4388,0
24478,4388,0
24479,4388,0
24480,2605,0
24481,2605,0
24482,2605,0
24483,2605,0
24484,2605,0
24485,2605,0
24486,3708,0
24487,3708,0
24488,3708,0
24489,3708,0
24490,3708,0
24491,3708,0
24492,888,0
24493,888,0
24494,888,0
24495,888,0
24496,888,0
24497,888,0
24498,482,0
24499,482,0
24500,482,0
24501,482,0
24502,482,0
24503,482,0
24504,5538,0
24505,5538,0
24506,5538,0
24507,5538,0
24508,5538,0
24509,5538,0
24510,3364,0
24511,3364,0
24512,3364,0
24513,3364,0
24514,3364,0
24515,3364,0
24516,560,0
24517,560,0
24518,560,0
24519,560,0
24520,560,0
24521,560,0
24522,2172,0
24523,2172,0
24524,2172,0
24525,2172,0
24526,2172,0
24527,2172,0
24528,1335,0
24529,1335,0
24530,1335,0
24531,1335,0
24532,1335,0
24533,1335,0
24534,495,0
24535,495,0
24536,495,0
24537,495,0
24538,495,0
24539,495,0
24540,3047,0
24541,3047,0
24542,3047,0
24543,3047,0
24544,3047,0
24545,3047,0
24546,1147,0
24547,1147,0
24548,1147,0
24549,1147,0
24550,1147,0
24551,3553,0
24552,3553,0
24553,3553,0
24554,3553,0
24555,3553,0
24556,3553,0
24557,5007,0
24558,5007,0
24559,5007,0
24560,5007,0
24561,5007,0
24562,5007,0
24563,5007,0
24564,4121,0
24565,4121,0
24566,4121,0
24567,4121,0
24568,4121,0
24569,4121,0
24570,5818,0
24571,5818,0
24572,5818,0
24573,5818,0
24574,5818,0
24575,5818,0
24576,438,0
24577,438,0
24578,438,0
24579,438,0
24580,438,0
24581,438,0
24582,4050,0
24583,4050,0
24584,4050,0
24585,4050,0
24586,4050,0
24587,4050,0
24588,2195,0
24589,2195,0
24590,2195,0
24591,2195,0
24592,2195,0
24593,2195,0
24594,4428,0
24595,4428,0
24596,4428,0
24597,4428,0
24598,4428,0
24599,4428,0
24600,4712,0
24601,4712,0
24602,4712,0
24603,4712,0
24604,4712,0
24605,4712,0
24606,4659,0
24607,4659,0
24608,4659,0
24609,4659,0
24610,4659,0
24611,4659,0
24612,1455,0
24613,1455,0
24614,1455,0
24615,1455,0
24616,1455,0
24617,1455,0
24618,1931,0
24619,1931,0
24620,1931,0
24621,1931,0
24622,1931,0
24623,1931,0
24624,1655,0
24625,1655,0
24626,1655,0
24627,1655,0
24628,1655,0
24629,1655,0
24630,2360,0
24631,2360,0
24632,2360,0
24633,2360,0
24634,2360,0
24635,2360,0
24636,5608,0
24637,5608,0
24638,5608,0
24639,5608,0
24640,5608,0
24641,5608,0
24642,4298,0
24643,4298,0
24644,4298,0
24645,4298,0
24646,4298,0
24647,4298,0
24648,1688,0
24649,1688,0
24650,1688,0
24651,1688,0
24652,1688,0
24653,1688,0
24654,4997,0
24655,4997,0
24656,4997,0
24657,4997,0
24658,4997,0
24659,4997,0
24660,463,0
24661,463,0
24662,463,0
24663,463,0
24664,463,0
24665,463,0
24666,70,0
24667,70,0
24668,70,0
24669,70,0
24670,70,0
24671,70,0
24672,4027,0
24673,4027,0
24674,4027,0
24675,4027,0
24676,4027,0
24677,4027,0
24678,4217,0
24679,4217,0
24680,4217,0
24681,4217,0
24682,4217,0
24683,4217,0
24684,5318,0
24685,5318,0
24686,5318,0
24687,5318,0
24688,5318,0
24689,1336,0
24690,1336,0
24691,1336,0
24692,1336,0
24693,1336,0
24694,1336,0
24695,4156,0
24696,4156,0
24697,4156,0
24698,4156,0
24699,4156,0
24700,4156,0
24701,190,0
24702,190,0
24703,190,0
24704,190,0
24705,190,0
24706,190,0
24707,1314,0
24708,1314,0
24709,1314,0
24710,1314,0
24711,1314,0
24712,1314,0
24713,655,0
24714,655,0
24715,655,0
24716,655,0
24717,655,0
24718,655,0
24719,1741,0
24720,1741,0
24721,1741,0
24722,1741,0
24723,1741,0
24724,1741,0
24725,1589,0
24726,1589,0
24727,1589,0
24728,1589,0
24729,1589,0
24730,1589,0
24731,3590,0
24732,3590,0
24733,3590,0
