,leaf_ID,disease
24416,1845,Bacterial_spot
24417,1845,Bacterial_spot
24418,1845,Bacterial_spot
24419,1845,Bacterial_spot
24420,1845,Bacterial_spot
24421,1845,Bacterial_spot
24422,1834,Bacterial_spot
24423,1834,Bacterial_spot
24424,1834,Bacterial_spot
24425,1834,Bacterial_spot
24426,1834,Bacterial_spot
24427,1957,Bacterial_spot
24428,1957,Bacterial_spot
24429,1957,Bacterial_spot
24430,1957,Bacterial_spot
24431,1957,Bacterial_spot
24432,1957,Bacterial_spot
24433,5641,Bacterial_spot
24434,5641,Bacterial_spot
24435,5641,Bacterial_spot
24436,5641,Bacterial_spot
24437,5641,Bacterial_spot
24438,5641,Bacterial_spot
24439,811,Bacterial_spot
24440,811,Bacterial_spot
24441,811,Bacterial_spot
24442,811,Bacterial_spot
24443,811,Bacterial_spot
24444,811,Bacterial_spot
24445,2577,Bacterial_spot
24446,2577,Bacterial_spot
24447,2577,Bacterial_spot
24448,2577,Bacterial_spot
24449,2577,Bacterial_spot
24450,2577,Bacterial_spot
24451,5046,Bacterial_spot
24452,5046,Bacterial_spot
24453,5046,Bacterial_spot
24454,5046,Bacterial_spot
24455,5046,Bacterial_spot
24456,4695,Bacterial_spot
24457,4695,Bacterial_spot
24458,4695,Bacterial_spot
24459,4695,Bacterial_spot
24460,4695,Bacterial_spot
24461,4695,Bacterial_spot
24462,4600,Bacterial_spot
24463,4600,Bacterial_spot
24464,4600,Bacterial_spot
24465,4600,Bacterial_spot
24466,4600,Bacterial_spot
24467,4600,Bacterial_spot
24468,2837,Bacterial_spot
24469,2837,Bacterial_spot
24470,2837,Bacterial_spot
24471,2837,Bacterial_spot
24472,2837,Bacterial_spot
24473,2837,Bacterial_spot
24474,4388,Bacterial_spot
24475,4388,Bacterial_spot
24476,4388,Bacterial_spot
24477,4388,Bacterial_spot
24478,4388,Bacterial_spot
24479,4388,Bacterial_spot
24480,2605,Bacterial_spot
24481,2605,Bacterial_spot
24482,2605,Bacterial_spot
24483,2605,Bacterial_spot
24484,2605,Bacterial_spot
24485,2605,Bacterial_spot
24486,3708,Bacterial_spot
24487,3708,Bacterial_spot
24488,3708,Bacterial_spot
24489,3708,Bacterial_spot
24490,3708,Bacterial_spot
24491,3708,Bacterial_spot
24492,888,Bacterial_spot
24493,888,Bacterial_spot
24494,888,Bacterial_spot
24495,888,Bacterial_spot
24496,888,Bacterial_spot
24497,888,Bacterial_spot
24498,482,Bacterial_spot
24499,482,Bacterial_spot
24500,482,Bacterial_spot
24501,482,Bacterial_spot
24502,482,Bacterial_spot
24503,482,Bacterial_spot
24504,5538,Bacterial_spot
24505,5538,Bacterial_spot
24506,5538,Bacterial_spot
24507,5538,Bacterial_spot
24508,5538,Bacterial_spot
24509,5538,Bacterial_spot
24510,3364,Bacterial_spot
24511,3364,Bacterial_spot
24512,3364,Bacterial_spot
24513,3364,Bacterial_spot
24514,3364,Bacterial_spot
24515,3364,Bacterial_spot
24516,560,Bacterial_spot
24517,560,Bacterial_spot
24518,560,Bacterial_spot
24519,560,Bacterial_spot
24520,560,Bacterial_spot
24521,560,Bacterial_spot
24522,2172,Bacterial_spot
24523,2172,Bacterial_spot
24524,2172,Bacterial_spot
24525,2172,Bacterial_spot
24526,2172,Bacterial_spot
24527,2172,Bacterial_spot
24528,1335,Bacterial_spot
24529,1335,Bacterial_spot
24530,1335,Bacterial_spot
24531,1335,Bacterial_spot
24532,1335,Bacterial_spot
24533,1335,Bacterial_spot
24534,495,Bacterial_spot
24535,495,Bacterial_spot
24536,495,Bacterial_spot
24537,495,Bacterial_spot
24538,495,Bacterial_spot
24539,495,Bacterial_spot
24540,3047,Bacterial_spot
24541,3047,Bacterial_spot
24542,3047,Bacterial_spot
24543,3047,Bacterial_spot
24544,3047,Bacterial_spot
24545,3047,Bacterial_spot
24546,1147,Bacterial_spot
24547,1147,Bacterial_spot
24548,1147,Bacterial_spot
24549,1147,Bacterial_spot
24550,1147,Bacterial_spot
24551,3553,Bacterial_spot
24552,3553,Bacterial_spot
24553,3553,Bacterial_spot
24554,3553,Bacterial_spot
24555,3553,Bacterial_spot
24556,3553,Bacterial_spot
24557,5007,Bacterial_spot
24558,5007,Bacterial_spot
24559,5007,Bacterial_spot
24560,5007,Bacterial_spot
24561,5007,Bacterial_spot
24562,5007,Bacterial_spot
24563,5007,Bacterial_spot
24564,4121,Bacterial_spot
24565,4121,Bacterial_spot
24566,4121,Bacterial_spot
24567,4121,Bacterial_spot
24568,4121,Bacterial_spot
24569,4121,Bacterial_spot
24570,5818,Bacterial_spot
24571,5818,Bacterial_spot
24572,5818,Bacterial_spot
24573,5818,Bacterial_spot
24574,5818,Bacterial_spot
24575,5818,Bacterial_spot
24576,438,Bacterial_spot
24577,438,Bacterial_spot
24578,438,Bacterial_spot
24579,438,Bacterial_spot
24580,438,Bacterial_spot
24581,438,Bacterial_spot
24582,4050,Bacterial_spot
24583,4050,Bacterial_spot
24584,4050,Bacterial_spot
24585,4050,Bacterial_spot
24586,4050,Bacterial_spot
24587,4050,Bacterial_spot
24588,2195,Bacterial_spot
24589,2195,Bacterial_spot
24590,2195,Bacterial_spot
24591,2195,Bacterial_spot
24592,2195,Bacterial_spot
24593,2195,Bacterial_spot
24594,4428,Bacterial_spot
24595,4428,Bacterial_spot
