,leaf_ID,disease_binary
11428,4660,1
11429,4660,1
11430,4660,1
11431,4660,1
11432,4653,1
11433,4653,1
11434,4653,1
11435,4653,1
11436,4779,1
11437,4779,1
11438,4779,1
11439,4779,1
11440,3428,1
11441,3428,1
11442,3428,1
11443,3428,1
11444,1016,1
11445,1016,1
11446,1016,1
11447,1016,1
11448,135,1
11449,135,1
11450,135,1
11451,135,1
11452,2975,1
11453,2975,1
11454,2975,1
11455,2975,1
11456,2467,1
11457,2467,1
11458,2467,1
11459,2467,1
11460,2531,1
11461,2531,1
11462,2531,1
11463,2531,1
11464,2896,1
11465,2896,1
11466,2896,1
11467,2896,1
11468,4877,1
11469,4877,1
11470,4877,1
11471,4877,1
11472,2835,1
11473,2835,1
11474,2835,1
11475,2835,1
11476,1449,1
11477,1449,1
11478,1449,1
11479,1449,1
11480,4973,1
11481,4973,1
11482,4973,1
11483,4973,1
11484,4529,1
11485,4529,1
11486,4529,1
11487,4529,1
11488,5729,1
11489,5729,1
11490,5729,1
11491,5729,1
11492,3877,1
11493,3877,1
11494,3877,1
11495,3877,1
11496,4472,1
11497,4472,1
11498,4472,1
11499,4472,1
11500,2385,1
11501,2385,1
11502,2385,1
11503,2385,1
11504,1844,1
11505,1844,1
11506,1844,1
11507,1844,1
11508,4407,1
11509,4407,1
11510,4407,1
11511,4407,1
11512,3254,1
11513,3254,1
11514,3254,1
11515,3254,1
11516,5116,1
11517,5116,1
11518,5116,1
11519,5116,1
11520,3789,1
11521,3789,1
11522,3789,1
11523,3789,1
11524,2781,1
11525,2781,1
11526,2781,1
11527,2781,1
11528,4342,1
11529,4342,1
11530,4342,1
11531,4342,1
11532,234,1
11533,234,1
11534,234,1
11535,234,1
11536,3187,1
11537,3187,1
11538,3187,1
11539,3187,1
11540,1787,1
11541,1787,1
11542,1787,1
11543,1787,1
11544,2415,1
11545,2415,1
11546,2415,1
11547,2415,1
11548,4646,1
11549,4646,1
11550,4646,1
11551,4646,1
11552,4918,1
11553,4918,1
11554,4918,1
11555,4918,1
11556,5154,1
11557,5154,1
11558,5154,1
11559,5154,1
11560,1954,1
11561,1954,1
11562,1954,1
11563,1954,1
11564,6009,1
11565,6009,1
11566,6009,1
11567,6009,1
11568,5615,1
11569,5615,1
11570,5615,1
11571,5615,1
11572,217,1
11573,217,1
11574,217,1
11575,217,1
11576,2231,1
11577,2231,1
11578,2231,1
11579,2231,1
11580,928,1
11581,928,1
11582,928,1
11583,928,1
11584,1758,1
11585,1758,1
11586,1758,1
11587,1758,1
11588,2773,1
11589,2773,1
11590,2773,1
11591,2773,1
11592,4084,1
11593,4084,1
11594,4084,1
11595,4084,1
11596,3943,1
11597,3943,1
11598,3943,1
11599,3943,1
11600,4521,1
11601,4521,1
11602,4521,1
11603,4521,1
11604,2131,1
11605,2131,1
11606,2131,1
11607,2131,1
11608,2833,1
11609,2833,1
11610,2833,1
11611,2833,1
11612,1567,1
11613,1567,1
11614,1567,1
11615,1567,1
11616,2065,1
11617,2065,1
11618,2065,1
11619,2065,1
11620,3790,1
11621,3790,1
11622,3790,1
11623,3790,1
11624,5425,1
11625,5425,1
11626,5425,1
11627,5425,1
11628,848,1
11629,848,1
11630,848,1
11631,848,1
11632,5413,1
11633,5413,1
11634,5413,1
11635,5413,1
11636,5539,1
11637,5539,1
11638,5539,1
11639,5539,1
11640,4090,1
11641,4090,1
11642,4090,1
11643,4090,1
11644,954,1
11645,954,1
11646,954,1
11647,954,1
11648,4157,1
11649,4157,1
11650,4157,1
11651,4157,1
11652,1579,1
11653,1579,1
11654,1579,1
11655,1579,1
11656,930,1
11657,930,1
11658,930,1
11659,930,1
11660,2989,1
11661,2989,1
11662,2989,1
11663,2989,1
11664,2249,1
11665,2249,1
11666,2249,1
11667,2249,1
11668,2181,1
11669,2181,1
11670,2181,1
11671,2181,1
11672,3170,1
11673,3170,1
11674,3170,1
11675,3170,1
11676,5712,1
11677,5712,1
11678,5712,1
11679,5712,1
11680,4649,1
11681,4649,1
11682,4649,1
11683,4649,1
11684,5590,1
11685,5590,1
11686,5590,1
11687,5590,1
11688,242,1
11689,242,1
11690,242,1
11691,242,1
11692,2973,1
11693,2973,1
11694,2973,1
11695,2973,1
11696,4032,1
11697,4032,1
11698,4032,1
11699,4032,1
11700,1066,1
11701,1066,1
11702,1066,1
11703,1066,1
11704,4514,1
11705,4514,1
11706,4514,1
11707,4514,1
11708,1690,1
11709,1690,1
11710,1690,1
11711,1690,1
11712,544,1
11713,544,1
11714,544,1
11715,544,1
11716,1715,1
11717,1715,1
11718,1715,1
11719,1715,1
11720,5039,1
11721,5039,1
11722,5039,1
11723,5039,1
11724,3650,1
11725,3650,1
11726,3650,1
11727,3650,1
11728,1915,1
11729,1915,1
11730,1915,1
11731,1915,1
11732,3821,1
11733,3821,1
11734,3821,1
11735,3821,1
11736,1670,1
11737,1670,1
11738,1670,1
11738,1670,1
11739,1670,1
11739,1670,1
11740,235,1
11740,235,1
11741,235,1
11741,235,1
11742,235,1
11742,235,1
11743,235,1
11743,235,1
11744,1693,1
11744,1693,1
11745,1693,1
11745,1693,1
11746,1693,1
11746,1693,1
11747,1693,1
11747,1693,1
11748,4519,1
11748,4519,1
11749,4519,1
11749,4519,1
11750,4519,1
11750,4519,1
11751,4519,1
11751,4519,1
11752,3710,1
11752,3710,1
11753,3710,1
11753,3710,1
11754,3710,1
11754,3710,1
11755,3710,1
11755,3710,1
11756,330,1
11756,330,1
11757,330,1
11757,330,1
11758,330,1
11758,330,1
11759,330,1
11759,330,1
11760,2170,1
11760,2170,1
11761,2170,1
11761,2170,1
11762,2170,1
11762,2170,1
11763,2170,1
11763,2170,1
11764,1754,1
11764,1754,1
11765,1754,1
11765,1754,1
11766,1754,1
11766,1754,1
11767,1754,1
11767,1754,1
11768,2838,1
11768,2838,1
11769,2838,1
11769,2838,1
11770,2838,1
11770,2838,1
11771,2838,1
11771,2838,1
11772,5724,1
11772,5724,1
11773,5724,1
11773,5724,1
11774,5724,1
11774,5724,1
11775,5724,1
11775,5724,1
11776,2164,1
11776,2164,1
11777,2164,1
11777,2164,1
11778,2164,1
11778,2164,1
11779,2164,1
11779,2164,1
11780,4955,1
11780,4955,1
11781,4955,1
11781,4955,1
11782,4955,1
11782,4955,1
11783,4955,1
11783,4955,1
11784,1119,1
11784,1119,1
11785,1119,1
11785,1119,1
11786,1119,1
11786,1119,1
11787,1119,1
11787,1119,1
11788,1635,1
11788,1635,1
11789,1635,1
11789,1635,1
11790,1635,1
11790,1635,1
11791,1635,1
11791,1635,1
11792,1215,1
11792,1215,1
11793,1215,1
11793,1215,1
11794,1215,1
11794,1215,1
11795,1215,1
11795,1215,1
11796,1658,1
11796,1658,1
11797,1658,1
11797,1658,1
11798,1658,1
11798,1658,1
